QUEST,STYPE,LANG,QF,Q1,Q2,Q3A,Q3B,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,USER,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q8A,Q8B,Q9A,Q9B,Q9C,Q9D,Q9E,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20M1,Q20M2,Q20M3,Q21,Q22,Q23,Q24,AGE_COL,REGION,WEIGHT
135495,1,EN,6,2,7,4,4, ,5,4,2,4,4,4,4,4,3,1,1, ,3,7,7,7, ,5,2,2,2,2,1,2,1,2,1,1,3,1,2, ,1962,6,1,1, , ,2,2,2,7,4,3,1.191530466
135542,2,EN,7,2,6,4,2,6, ,3,1,2,4,2,4,3,2,2,1,1, ,7,5,5,6, ,4,4,1,1,1,2,2,2,1,1,1,1,2, ,9999,2,2,1, , ,2,2,2,2,1,4,1.058896163
135619,2,EN,10,2,7,3,4, ,6,3,1,4,4,4,4,4,2,2,1, ,4,7,7,7, ,1,3,3,1,1,1,1,2,2,3,1,1,1,2, ,1952,7,2,1, , ,2,2,2,4,4,5,0.996874362
135622,2,EN,8,3,5,2,2,3, ,3,2,2,3,3,4,2,2,2,1,3, ,6,2,6,2, ,2,2,1,1,2,2,2,2,1,2,3,3,2, ,2000,2,2,1, , ,2,2,2,3,1,4,1.058896163
135637,1,FR,5,1,7,5,5, ,6,3,2,2,2,3,4,3,2,2,1,1, ,7,5,7,7, ,2,4,2,2,1,2,2,2,1,2,1,1,2, ,1955,7,2,2, , ,2,2,2,4,4,2,0.869944987
135708,1,EN,7,3,5,5,4,4, ,5,2,2,2,2,3,2,3,3,1, ,4,4,3,7, ,3,1,4,2,2,2,2,2,2,1,1,2,3,1,21,1968,5,1,1, , ,2,2,2,2,3,4,0.812216396
136389,1,EN,6,2,5,2,2,5, ,2,2,2,3,2,4,3,2,2,1, ,98,7,7,7,3, ,4,97,97,97,2,2,2,3,3,1,1,3,2, ,1954,7,1,1, , ,2,2,2,6,4,3,1.191530466
136440,2,EN,10,2,6,3,3, ,98,2,2,2,99,2,4,3,2,2,1, ,3,4,7,4, ,2,2,2,1,1,1,2,2,2,88,1,2,3,2, ,1982,4,1,1, , ,1,2,2,7,3,5,1.068919838
136597,2,EN,9,2,7,6,5, ,1,6,1,3,4,4,4,4,3,4,1, ,1,7,7,7, ,7,4,4,1,2,1,2,2,2,27,1,1,3,2, ,1959,6,2,1, , ,2,2,1,2,4,4,0.53089607
136836,2,EN,9,4,2,5,5, ,3,7,2,1,2,4,4,1,4,4,1, ,1,1,3,1, ,6,1,4,1,2,2,2,2,2,23,2,4,3,2, ,2006,1,2,1, , ,2,1, ,1,1,4,1.058896163
137523,1,EN,6,2,6,6,2, ,5,2,1,2,3,3,3,3,2,2,1, ,98,7,5,7, ,4,3,4,1,1,1,2,1,2,25,2,2,3,2, ,1959,6,1,1, , ,1,2,2,2,4,3,1.191530466
137700,1,EN,5,1,7,6,6, ,5,5,1,3,3,4,3,3,2,3,1,3, ,5,2,2,5, ,3,3,1,1,2,1,2,2,21,1,3,3,1,2,9999,7,1,1, , ,2,2,2,4,4,2,0.838231238
138148,1,EN,9,3,1,3,5,5, ,5,1,2,98,2,2,3,2,2,1, ,4,3,3,4, ,5,97,3,2,2,2,2,2,3,3,2,3,3,2, ,1940,7,2,1, , ,2,2,2,4,4,4,0.53089607
138301,1,EN,6,1,7,4,4, ,4,2,2,2,3,3,4,3,2,2,1, ,4,1,3,2, ,3,3,2,1,2,1,2,2,3,1,1,2,1,1,26,1951,7,1,1, , ,2,2,2,7,4,3,1.191530466
138420,1,EN,3,3,7,1,2, ,1,1,1,1,2,98,3,3,1,1,1, ,1,7,7,7, ,7,4,2,1,1,1,2,2,2,3,1,2,1,2, ,1969,5,1,1, , ,1,2,2,7,3,1,0.47441061
138474,2,EN,9,3,3,6,5, ,5,5,1,2,2,2,3,2,1,1,1,2, ,2,5,3,4, ,2,1,1,2,2,2,1,2,23,2,4,3,2, ,2002,2,2,1, , ,2,2,2,2,1,4,1.058896163
139890,1,EN,9,3,5,3,4, ,3,2,2,3,3,2,3,3,4,3,1,98, ,6,5,6,4, ,4,4,2,1,2,2,2,2,24,2,2,3,2, ,1939,7,2,1, , ,2,2,2,6,4,4,0.53089607
139908,2,EN,8,3,5,5,5, ,2,4,98,1,1,2,3,3,1,1,1,2, ,6,5,5,5, ,4,2,1,1,1,2,2,2,2,1,3,1,2, ,1988,3,2,1, , ,2,1, ,6,2,4,0.928079339
140265,2,EN,9,2,7,6,5,2, ,3,1,2,4,2,4,4,1,2,1, ,3,7,7,7, ,5,4,4,1,1,1,2,1,2,1,1,2,3,2, ,9999,5,1,1, , ,2,2,2,4,3,4,0.812216396
140377,2,EN,9,1,7,6,6,1, ,7,1,4,3,3,4,4,4,4,1, ,1,2,7,7, ,7,2,2,1,1,1,1,2,2,24,1,1,1,2, ,1988,3,2,1, , ,2,2,2,2,2,4,0.928079339
140577,1,EN,6,2,5,4,4,4, ,3,98,2,2,2,3,2,2,2,1,2, ,4,5,4,3, ,3,2,2,2,1,2,2,2,1,2,3,1,2, ,1941,7,1,1, , ,2,2,2,6,4,3,1.191530466
140764,1,EN,8,2,6,3,3, ,3,4,1,3,3,4,4,4,2,2,1,1, ,7,6,7,6, ,4,4,1,1,1,2,2,2,2,1,1,1,2, ,1955,7,2,1, , ,2,2,2,5,4,4,0.53089607
142403,2,EN,9,2,5,4,3,5, ,4,1,2,2,3,3,3,2,2,1,1, ,6,5,6,4, ,3,3,1,1,1,2,1,2,20,2,3,1,2, ,1997,3,4,1, , ,1,2,1,1,2,4,1
142656,2,EN,10,2,5,4,4, ,5,6,1,1,3,3,3,2,2,2,1,2, ,3,4,3,2, ,2,2,1,1,1,1,2,3,1,1,3,3,2, ,1997,3,2,1, , ,2,2,2,4,2,5,0.980040714
142854,2,EN,2,2,6,1,4,3, ,2,2,2,3,3,4,2,1,1,1, ,2,7,7,7, ,1,4,2,1,2,1,2,2,3,1,1,2,1,2, ,1981,4,1,1, , ,1,2,2,6,3,1,0.47441061
143644,2,EN,3,3,2,1,1, ,4,6,1,2,2,3,4,2,1,2,1,3, ,7,7,7,7, ,4,4,1,2,1,2,1,2,1,2,2,3,2, ,1958,6,1,1, , ,1,2,2,4,4,1,0.368967875
143651,1,EN,6,2,6,4,5,1, ,6,2,2,4,4,4,4,2,2,1, ,3,7,1,7, ,2,1,1,2,1,1,1,2,2,1,1,1,1,2, ,1945,7,2,1, , ,2,2,2,7,4,3,1.209473778
143663,1,EN,7,2,6,4,4,4, ,5,1,1,2,3,2,2,3,1,1,1, ,3,4,7,1, ,3,2,1,2,1,2,2,2,2,2,3,3,1,28,1958,6,99,1, , ,2,2,2,4,4,4,1
143781,1,EN,7,1,7,3,6, ,1,7,1,1,3,4,4,4,2,3,1, ,3,1,1,2, ,6,2,4,1,1,1,2,2,3,20,1,4,3,2, ,1933,7,1,1, , ,2,2,2,6,4,4,0.520980832
143802,1,FR,5,2,7,5,5,2, ,5,1,4,4,4,4,4,2,4,1, ,99,7,7,7, ,7,3,4,1,1,1,1,1,3,3,2,1,1,2, ,1950,7,1,2, , ,2,2,2,7,4,2,0.838231238
144034,2,EN,4,4,7,6,7,98, ,1,2,1,2,3,4,2,2,3,1,5, ,1,1,5,7, ,3,4,2,1,2,1,1,2,1,2,2,2,2, ,9999,7,2,2, , ,2,2,2,1,4,1,0.378719786
144508,2,EN,9,2,5,6,6,2, ,3,1,2,3,3,3,3,4,2,1,2, ,6,5,4,3, ,2,2,1,2,1,1,1,2,1,2,2,3,1,2,1989,3,2,1, , ,2,2,2,7,2,4,0.928079339
144602,2,EN,9,1,7,6,7, ,3,7,1,4,4,2,4,4,4,2,1, ,1,7,7,7, ,7,2,4,1,1,1,1,1,1, ,1,1,1,1,27,2004,2,1,3, , ,2,2,1,2,1,4,3.348685418
145138,1,EN,3,4,7,7,7,6, ,5,1,1,2,2,4,2,1,1,1,3, ,6,7,7,7, ,1,1,1,1,1,1,1,1, ,1,2,3,2, ,1971,5,1,1, , ,2,2,2,4,3,1,0.47441061
145292,2,EN,10,2,7,2,98,1, ,1,2,98,2,4,4,3,98,98,1,1, ,7,98,7,7, ,4,97,97,97,1,2,2,2,26,1,1,1,2, ,1956,7,2,1, , ,1,2,99,1,4,5,0.996874362
145597,2,EN,3,2,6,7,6, ,7,7,1,2,2,3,4,2,1,2,1,1, ,4,7,7,7, ,4,4,1,1,1,1,1,2,23,1,1,3,1,24,1956,7,1,1, , ,2,2,2,4,4,1,0.368967875
145662,2,EN,9,4,1,5,7, ,3,1,98,2,3,2,3,4,3,2,1, ,4,5,2,2, ,5,3,3,2,97,1,2,2,3,3,2,3,3,2, ,1945,7,2,1, , ,2,2,2,4,4,4,0.53089607
145687,2,EN,3,4,1,2,2, ,1,7,2,1,3,1,4,4,1,2,1,2, ,1,1,1,1, ,4,2,2,2,2,2,2,3,3,2,4,3,2, ,2003,2,2,1, , ,2,1, ,2,1,1,0.818670806
145738,2,EN,3,1,7,7,7, ,7,5,1,2,4,2,4,4,2,2,1, ,4,7,5,6, ,2,1,2,1,1,1,1,1,2,1,1,2,3,2, ,1963,6,2,1, , ,2,2,2,7,4,1,0.378719786
145843,2,EN,9,2,3,3,3,1, ,7,2,3,4,3,4,3,3,2,1, ,2,7,6,7, ,5,2,2,97,97,1,1,2,2,1,1,3,3,2, ,1952,7,2,1, , ,2,2,2,6,4,4,0.53089607
146013,1,EN,4,2,7,4,2, ,5,3,2,2,4,4,4,4,3,3,1, ,1,7,6,7, ,1,4,4,1,1,1,1,1,2,23,1,3,1,2, ,1947,7,1,1, , ,1,2,1,5,4,1,0.368967875
146047,1,EN,8,98,3,3,2,2, ,1,2,2,3,2,98,4,2,2,1,5, ,2,4,1,4, ,4,3,2,2,2,2,2,3,21,2,3,3,2, ,1960,6,2,1,3, ,2,2,1,2,4,4,0.53089607
146267,2,EN,3,2,5,3,3, ,6,5,2,1,2,2,3,2,2,1,1, ,4,7,6,6, ,3,3,2,1,2,1,1,1,3,1,1,2,3,2, ,1968,5,2,1, , ,2,2,2,3,3,1,0.811720275
146295,1,EN,6,2,7,6,4, ,4,5,1,2,3,2,3,2,1,2,1,2, ,7,6,7,6, ,3,3,2,2,1,1,1,2,2,1,1,1,2, ,1953,7,1,1, , ,2,2,2,4,4,3,1.191530466
146520,2,EN,9,4,1,5,6,7, ,6,2,2,4,2,4,4,1,1,1, ,4,7,6,7, ,6,4,4,1,1,1,1,2,2,20,2,1,1,2, ,1973,5,1,3, , ,2,2,99,2,3,4,0.812216396
146955,2,EN,9,4,6,2,2, ,1,1,2,2,3,4,4,2,3,2,1,2, ,7,6,6,6, ,3,2,1,2,1,2,2,2,1,2,2,3,2, ,1967,6,1,1, , ,2,2,2,4,4,4,0.520980832
147166,2,EN,4,3,3,5,5,7, ,7,1,1,2,3,4,3,2,1,1,3, ,1,3,4,4, ,2,3,1,1,1,1,2,1, ,1,3,3,2, ,1995,3,2,1, , ,2,2,2,2,2,1,0.466810868
147305,1,FR,5,1,7,5,6,3, ,6,2,3,4,3,3,4,3,4,1, ,1,7,6,7, ,6,4,4,98,1,1,1,1,2,1,1,1,1,2, ,1950,7,2,2, , ,2,2,2,7,4,2,0.869944987
147329,2,EN,3,2,6,7,7,2, ,6,1,3,3,4,4,3,2,2,1,1, ,7,6,6,5, ,4,4,1,2,1,1,1,2,1,1,1,3,1,23,9999,5,1,1, , ,2,2,2,6,3,1,0.47441061
147498,2,EN,10,3,2,98,4,4, ,98,1,2,2,2,2,2,2,1,1,3, ,3,5,2,1, ,2,2,1,2,2,2,2,2,3,2,4,3,2, ,9999,7,2,1, , ,2,2,2,1,4,5,0.996874362
147538,2,EN,10,2,7,4,3,1, ,1,1,2,4,4,4,4,3,1,1, ,1,7,7,7, ,7,4,4,1,1,1,1,1,3,22,1,1,3,2, ,1974,5,2,1, , ,2,2,2,7,3,5,0.743986141
147600,2,EN,1,1,7,7,7,7, ,7,1,2,2,3,3,3,2,3,1,2, ,7,7,7,7, ,3,3,1,1,1,1,2,1, ,1,1,1,2, ,1988,3,2,1, , ,2,2,2,6,2,1,0.466810868
147933,1,EN,9,3,5,2,5,6, ,4,1,2,2,2,4,3,1,1,1, ,4,7,5,5, ,3,1,1,97,1,1,2,2,2,1,2,3,3,2, ,1961,6,2,1, , ,2,2,2,7,4,4,0.53089607
148093,1,EN,4,2,7,1,1,7, ,7,1,1,2,2,2,3,2,2,1,98, ,5,7,7,1, ,4,1,2,2,1,2,2,2,3,2,2,2,2, ,1946,7,1,2, , ,2,2,2,2,4,1,0.368967875
148260,2,EN,10,2,5,2,2,4, ,4,98,2,2,2,3,3,2,2,1,2, ,7,99,5,1, ,4,4,1,2,1,2,2,2,1,1,2,3,1,27,1945,7,1,1, , ,2,2,2,5,4,5,0.963680978
148395,2,EN,10,1,6,4,5,3, ,2,1,1,3,3,4,3,2,1,1,2, ,7,4,5,4, ,4,4,1,1,1,1,1,3,1,1,1,1,2, ,1963,6,2,1, , ,1,2,2,5,4,5,0.996874362
148728,2,EN,4,2,7,4,5,1, ,2,2,3,4,4,4,4,4,2,1,1, ,7,4,6,3, ,3,3,1,1,1,1,2,2,1,2,1,3,2, ,1996,3,3,1, , ,99,2,2,4,2,1,1
149045,2,EN,10,2,6,3,4,2, ,5,1,3,3,3,4,3,3,2,1, ,4,6,4,4, ,2,2,3,1,1,1,1,1,1, ,1,2,3,2, ,1990,3,2,1, , ,2,2,2,7,2,5,0.980040714
149108,2,EN,7,2,6,5,5, ,7,5,99,4,4,4,4,4,4,4,1,1, ,7,2,7, ,99,4,2,1,1,1,2,1,1, ,1,1,3,2, ,1971,5,1,1, , ,1,2,1,5,3,4,0.812216396
149298,2,EN,9,1,7,5,5,3, ,6,2,1,2,3,3,2,1,1,1, ,4,7,4,7, ,3,2,4,2,1,1,2,2,2,1,2,3,3,2, ,1986,4,2,3, , ,2,2,1,7,3,4,0.808889158
149429,2,EN,8,3,6,4,5,5, ,5,2,2,3,4,4,3,2,2,1,1, ,6,6,6,5, ,3,3,1,1,1,2,1,2,1,1,1,3,2, ,1985,4,2,1, , ,2,2,2,5,3,4,0.808889158
149486,1,EN,7,2,7,6,7,6, ,6,1,2,3,3,3,4,3,2,1, ,2,7,6,7, ,6,4,3,1,2,1,1,1,2,1,2,1,1,98, ,1971,5,1,1, , ,2,2,2,4,3,4,0.812216396
149597,1,FR,5,4,1,3,5, ,5,3,2,2,2,3,98,98,2,1,1,98, ,98,98,98,98, ,4,3,97,97,1,2,2,3,21,2,2,98,2, ,9999,7,2,2, , ,2,2,2,3,4,2,0.869944987
149913,1,EN,10,1,7,3,3,1, ,3,1,3,3,2,4,2,3,1,1,1, ,7,5,7,5, ,4,2,1,1,1,1,2,3,1,1,1,3,2, ,1947,7,1,1, , ,1,2,2,4,4,5,0.963680978
149921,2,EN,8,2,7,5,6, ,3,4,1,2,4,3,4,4,2,2,1, ,2,7,7,7, ,4,4,3,1,1,1,1,2,2,1,2,1,1,2, ,9999,5,1,3, , ,2,2,2,7,3,4,0.812216396
149964,2,EN,10,2,6,2,4,4, ,5,1,2,2,3,3,2,2,2,1,1, ,6,5,5,5, ,3,3,1,2,1,2,1,2,26,1,1,3,1,28,1964,6,1,1, , ,2,2,2,3,4,5,0.963680978
150145,1,FR,5,2,7,6,7, ,3,6,1,2,2,3,4,2,1,2,1,1, ,7,7,7,7, ,4,4,1,1,1,1,1,1, ,1,1,3,2, ,1972,5,1,2, , ,2,2,1,6,3,2,1.000685055
150151,1,EN,6,4,7,5,5, ,7,1,1,2,2,2,2,4,2,1,1, ,5,7,7,7,7, ,4,3,2,2,1,1,2,3,3,2,1,3,2, ,9999,7,1,1, , ,99,2,2,99,4,3,1.191530466
150675,1,EN,6,2,7,2,2,1, ,1,2,2,3,3,4,4,2,2,1, ,1,7,7,6, ,6,2,3,1,1,1,1,2,2,1,1,2,3,2, ,1970,5,1,1, , ,2,2,2,7,3,3,1.470244686
150783,2,EN,9,2,7,7,7, ,5,5,2,2,2,3,3,2,2,2,1, ,2,6,6,6, ,6,97,3,2,2,97,2,2,2,1,2,1,3,1,21,1955,7,1,1, , ,2,2,2,4,4,4,0.520980832
150799,1,EN,6,2,7,5,1,1, ,1,2,3,3,4,4,4,1,2,1,2, ,7,7,7,5, ,2,3,1,1,1,1,1,1, ,1,1,1,2, ,1962,6,1,1, , ,1,2,2,4,4,3,1.191530466
151257,2,EN,7,2,5,3,3, ,5,3,2,2,3,3,4,4,2,1,1, ,4,6,5,6, ,2,4,4,1,1,1,2,2,2,1,1,2,3,2, ,1979,4,2,1, , ,2,2,2,7,3,4,0.808889158
151305,2,EN,6,4,6,5,5,2, ,4,2,1,2,2,4,2,2,2,1,2, ,5,3,6,3, ,2,3,1,2,2,1,2,2,1,2,2,2,1,2,2003,2,2,3, , ,2,2,2,2,1,3,2.354045809
151615,1,FR,5,2,6,5,3, ,6,4,1,2,2,3,3,3,2,2,1, ,3,4,3,3,5, ,4,3,2,2,1,2,1,2,1,2,2,2,2, ,1942,7,2,2, , ,2,2,2,6,4,2,0.869944987
151654,2,EN,8,4,2,1,1, ,6,4,1,1,2,4,4,2,1,2,1, ,1,2,1,5, ,1,2,1,98,2,2,2,2,2,1,2,2,3,2, ,1997,3,2,1, , ,2,2,2,2,2,4,0.928079339
151892,2,EN,10,1,7,7,7,1, ,7,1,4,4,4,4,4,4,4,1,1, ,7,7,7,7, ,4,4,97,1,1,1,1,1, ,1,1,1,99, ,1997,3,2,1,3, ,2,2,1,99,2,5,0.980040714
152213,2,EN,9,4,5,4,5,6, ,6,1,1,1,2,2,1,1,1,1, ,2,7,6,7,3, ,4,4,1,1,1,2,1,2,2,2,3,3,2, ,1984,4,1,1, , ,2,2,2,2,3,4,0.812216396
152370,2,EN,3,4,7,6,7, ,7,7,1,2,2,2,2,2,2,2,1,3, ,3,4,3,6, ,3,3,1,1,2,2,2,2,1,2,1,1,2, ,1993,3,2,3, , ,2,2,2,6,2,1,0.466810868
152708,2,EN,3,1,7,4,4, ,5,1,1,4,2,4,4,4,1,1,1,1, ,4,4,7,7, ,4,4,1,1,1,2,2,2,2,1,1,3,2, ,9999,5,2,1, , ,2,1, ,6,3,1,0.811720275
152813,1,EN,6,2,7,5,5, ,6,5,2,2,2,2,2,2,2,2,1, ,1,7,7,7, ,7,4,97,2,97,1,1,2,2,98,2,4,3,2, ,1935,7,1,1, , ,1,2,2,1,4,3,1.191530466
152930,1,EN,6,3,5,2,2, ,6,6,1,1,2,2,3,2,1,2,1, ,4,5,5,7, ,1,1,1,1,2,1,2,2,1, ,1,2,3,2, ,1953,7,2,1, , ,1,2,2,3,4,3,1.209473778
153500,2,EN,10,3,4,2,2,4, ,5,2,1,2,2,3,2,2,2,1,1, ,1,7,2,5, ,4,3,1,2,1,2,2,3,23,2,4,3,2, ,1983,4,2,1, , ,2,2,2,4,3,5,0.743986141
153523,2,EN,10,4,4,5,5,6, ,6,1,3,3,4,4,3,3,3,1,1, ,2,5,3,3, ,4,4,2,2,2,2,2,2,1,1,2,1,2, ,2000,2,2,1, , ,1,2,1,2,1,5,0.94090553
153625,2,EN,3,2,6,6,6,4, ,7,1,1,2,99,4,4,2,2,1, ,3,98,2,5, ,1,98,98,2,2,2,2,1,2,26,1,4,3,1,1,1954,7,2,1, , ,2,2,2,7,4,1,0.378719786
154179,1,EN,4,1,1,6,7, ,7,7,1,1,3,3,98,98,3,2,1, ,5,1,98,98, ,98,2,3,2,1,2,2,2,2,1,98,4,3,2, ,9999,4,2,2, , ,2,2,2,2,3,1,0.811720275
154637,2,EN,10,2,5,5,4,5, ,3,1,2,3,3,3,3,2,2,1,1, ,6,4,7,3, ,4,4,1,1,1,1,2,2,1,1,2,3,2, ,9999,7,1,1, , ,2,2,2,6,4,5,0.963680978
154845,1,EN,6,2,5,4,5, ,3,6,2,2,2,3,3,3,2,2,1, ,1,7,7,7, ,7,4,4,2,2,1,2,2,2,1,1,2,1,2, ,1950,7,1,1, , ,1,2,2,2,4,3,1.191530466
154858,2,EN,10,3,5,3,3,2, ,2,1,2,4,4,4,3,2,2,1,1, ,6,1,3,5, ,3,3,1,2,1,2,1,2,1,2,2,3,2, ,9999,5,1,1, , ,2,2,2,4,3,5,1.068919838
155431,2,EN,9,3,7,5,3,2, ,2,2,3,4,3,4,4,1,4,1,1, ,7,5,6,7, ,4,4,1,1,1,1,1,2,1,1,1,1,2, ,9999,99,1,1, , ,2,2,2,5,9,4,1
155475,1,EN,6,1,7,5,7, ,6,98,1,1,4,3,4,3,1,1,1,3, ,5,4,7,7, ,4,3,2,2,1,1,2,3,98,2,1,3,2, ,1944,7,1,1, , ,1,2,2,1,4,3,1.191530466
155754,2,EN,9,3,3,2,3,5, ,4,1,2,3,3,3,3,2,2,1,2, ,4,6,5,3, ,2,2,2,2,1,2,1,2,1,1,2,3,2, ,1962,6,2,1, , ,2,2,2,4,4,4,0.53089607
155793,2,EN,3,2,4,4,4,4, ,3,1,2,2,3,4,2,2,2,1, ,2,7,5,6, ,4,3,2,1,1,1,1,2,2,1,1,2,3,2, ,1980,4,1,1, , ,2,2,2,7,3,1,0.47441061
155902,2,EN,8,4,5,4,4,5, ,4,1,2,2,3,3,2,2,2,1, ,3,5,6,7,5, ,4,2,1,2,2,2,2,2,20,2,3,3,2, ,1973,5,1,1, , ,2,2,2,4,3,4,0.812216396
155985,1,EN,6,3,5,5,5,7, ,7,1,1,3,2,2,3,3,2,1, ,2,7,4,3,6, ,4,2,1,1,1,1,1,1, ,98,3,3,2, ,1950,7,1,1, , ,1,2,1,1,4,3,1.191530466
156039,1,EN,10,3,5,5,5, ,6,5,1,2,2,2,4,3,1,1,1, ,1,7,4,5, ,7,2,2,1,1,1,2,2,1, ,1,4,3,2, ,1979,4,1,1,3, ,2,2,2,7,3,5,1.068919838
156047,2,EN,4,2,1,6,5,6, ,6,2,2,2,2,2,2,2,1,1,2, ,2,2,3,1, ,3,2,1,2,2,2,2,3,3,2,4,3,1,20,1986,4,1,1, , ,2,2,2,6,3,1,0.47441061
156065,1,EN,7,3,6,5,6,7, ,6,2,1,2,2,3,2,1,1,1, ,3,6,6,7, ,4,3,3,2,1,1,2,2,2,25,2,2,1,2, ,1942,7,1,1, , ,2,2,2,4,4,4,0.520980832
156093,1,EN,6,2,3,5,4, ,6,2,1,2,2,3,4,3,2,2,1,98, ,7,4,7, ,4,4,4,1,98,2,98,2,2,26,2,99,98,2, ,1944,7,1,1, , ,2,2,2,4,4,3,1.191530466
157192,1,FR,5,2,6,2,2,3, ,3,2,2,3,4,4,2,2,2,1,3, ,7,7,7, ,7,4,2,2,2,1,2,2,2,2,1,1,3,2, ,1955,7,1,1, , ,1,2,1,2,4,2,0.838231238
157633,2,EN,3,2,6,5,98,6, ,5,2,2,3,2,3,3,2,3,1,2, ,4,4,4,6, ,3,3,1,2,1,2,2,2,24,2,2,1,1,88,1934,7,2,1, , ,2,2,2,7,4,1,0.378719786
157872,1,EN,3,2,5,4,4,4, ,3,1,2,2,3,3,3,2,2,1,1, ,7,6,6,7, ,4,4,1,2,1,2,2,3,2,1,2,3,2, ,1954,7,1,1, , ,2,2,2,7,4,1,0.368967875
157897,2,EN,8,4,5,7,5, ,7,7,1,1,1,2,2,1,1,1,1, ,3,7,6,7,7, ,2,4,2,2,1,2,2,2,25,2,3,2,2, ,1988,3,1,1, , ,2,1, ,2,2,4,1.710576982
158058,2,EN,9,2,5,5,5,3, ,3,1,2,2,2,3,3,1,1,1, ,4,6,2,7, ,4,1,1,1,2,2,2,2,3,1,1,4,1,2, ,1967,6,2,1, , ,2,2,2,3,4,4,0.53089607
158094,2,EN,4,1,6,4,6,6, ,7,1,2,2,2,2,3,1,1,1, ,3,3,4,4, ,1,3,4,1,1,1,2,2,2,3,1,3,1,2, ,1986,4,2,3, , ,2,2,2,4,3,1,0.811720275
158207,1,FR,5,2,7,4,5, ,3,4,1,2,3,2,3,2,1,2,1,3, ,7,5,7,5, ,3,3,2,1,1,2,2,2,3,1,1,1,1,21,9999,6,1,2, , ,2,2,2,2,4,2,0.838231238
158369,1,FR,5,2,6,4,4,4, ,4,2,2,4,4,4,4,2,2,1,1, ,7,6,7, ,4,4,4,1,1,1,1,1,2,1,98,1,1,2, ,1963,6,2,2, , ,2,2,2,7,4,2,0.869944987
158484,2,EN,3,1,5,5,5,7, ,7,1,2,2,2,2,2,2,2,1, ,1,1,2,7, ,5,1,2,2,2,1,2,2,2,99,2,3,2,2, ,1992,3,2,1, , ,2,2,2,3,2,1,0.466810868
158642,1,FR,5,1,7,5,5, ,5,2,2,2,3,4,4,3,2,1,1,2, ,7,7,7,5, ,4,3,97,97,1,2,1,1, ,1,1,1,2, ,1949,7,1,2, , ,2,2,2,2,4,2,0.838231238
159201,2,EN,9,1,7,6,7,7, ,7,2,1,2,3,4,2,1,1,1, ,2,4,1,7, ,1,4,1,1,2,1,2,2,1, ,2,4,3,2, ,9999,4,1,3, , ,2,2,2,6,3,4,0.812216396
159498,2,EN,4,3,7,1,7, ,7,7,2,2,2,2,4,2,1,1,1, ,4,7,7,7, ,7,4,4,1,1,1,2,1,3,1,2,4,3,2, ,1963,6,1,1, , ,2,2,2,2,4,1,0.368967875
159783,2,EN,9,3,6,3,3,4, ,5,1,2,2,2,3,3,2,1,1, ,2,5,3,6, ,4,1,2,1,2,1,2,2,3,23,2,3,1,2, ,2002,2,2,1, , ,2,2,2,3,1,4,1.058896163
159971,1,EN,4,2,3,3,5, ,6,4,1,1,1,3,3,3,2,1,1, ,4,7,7,5, ,1,2,2,1,2,1,2,2,2,1,1,2,3,2, ,1949,7,2,1, , ,2,2,2,6,4,1,0.378719786
160152,2,EN,10,3,4,5,5, ,98,98,2,2,2,2,3,2,2,2,1, ,2,4,5,3, ,4,97,2,1,2,2,2,2,2,98,2,3,1,2, ,1996,3,1,1, , ,1,1, ,1,2,5,2.359702178
160210,2,EN,10,2,3,5,5,6, ,5,1,1,2,2,3,2,1,1,1,2, ,4,5,4,2, ,1,2,1,1,1,2,1,2,2,1,3,3,1,98,1969,5,2,1, , ,2,2,2,5,3,5,0.743986141
161275,2,EN,4,3,4,5,5,3, ,5,1,2,3,3,3,3,2,3,1,3, ,5,5,6,6, ,3,3,2,1,2,2,2,2,1,1,3,2,2, ,1979,4,1,2, , ,1,2,2,6,3,1,0.47441061
161288,2,EN,3,2,6,2,2, ,1,1,2,3,3,4,4,4,98,3,1, ,1,6,6,5, ,6,4,4,1,1,1,1,1,2,1,1,3,1,2, ,9999,4,2,1, , ,2,2,2,4,3,1,0.811720275
161609,1,EN,6,4,3,7,7,7, ,7,1,1,1,1,1,1,1,1,1, ,2,1,1,3, ,1,4,3,2,2,2,2,2,2,26,2,4,3,2, ,1993,3,1,1, , ,2,2,2,2,2,3,2.188165041
162212,2,EN,1,2,5,2,3,5, ,5,1,2,3,3,4,2,2,2,1,1, ,7,3,5,5, ,4,4,2,2,2,1,2,2,26,2,3,3,2, ,1964,6,2,1, , ,2,2,2,4,4,1,0.378719786
162522,1,FR,5,2,6,6,5,4, ,5,2,2,2,3,4,3,2,2,1,3, ,7,7,7, ,6,4,2,1,1,1,2,2,2,1,1,2,3,2, ,1966,6,1,2, , ,1,2,2,4,4,2,0.838231238
162617,2,EN,10,4,3,4,4, ,3,4,1,2,2,2,4,2,3,2,1,3, ,7,2,4,7, ,4,3,1,2,2,1,1,2,26,1,3,3,2, ,1964,6,1,1, , ,1,2,1,2,4,5,0.963680978
